sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
056-200;1187.94;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.64352;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641467.705;6163453.825;-58.45664764;-34.66499284;0.001383504
038-090;66014.61;590;197;660.62;1;0;0;INDUSTRIAL LOGISTICO;4;190.37135;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5644877.795;6165212.282;-58.41975822;-34.64867097;0.002883776
026-012F;256235.95;405;97;1300.31;1;0;0;GRANDES EQUIPAMIENTOS;3;155.97294;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5647107.352;6165551.306;-58.39550689;-34.64529853;0.000608708
006-130;176.3;577;221;0;0;0;0;INDUSTRIAL LOGISTICO;4;0.97571;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650903.934;6167162.09;-58.35439932;-34.63023258;0.005534373
006-132;3387.53;881;280;0;0;0;0;INDUSTRIAL LOGISTICO;4;27.49544;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650802.061;6167277.43;-58.35553034;-34.62920826;0.008116663
006-133;2809.95;881;280;0;0;0;0;INDUSTRIAL LOGISTICO;4;22.80742;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650705.516;6167368.739;-58.35659899;-34.6283997;0.008116664
006-134;3773.91;881;280;5472.33;1;0;0;RESIDENCIAL ABIERTO;5;30.63156;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650593.469;6167460.317;-58.35783666;-34.62759097;0.008116664
006-135;1997.9;577;221;5472.33;1;0;0;RESIDENCIAL ABIERTO;5;11.0572;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650486.671;6167550.223;-58.35901678;-34.62679653;0.005534411
006-136;1485.55;577;221;5472.33;1;0;0;RESIDENCIAL ABIERTO;5;8.22164;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650404.896;6167616.025;-58.35991984;-34.62621561;0.005534408
006-137;1290.32;577;221;5472.33;1;0;0;RESIDENCIAL ABIERTO;5;7.14116;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650337.31;6167673.53;-58.36066676;-34.62570735;0.00553441
033-086C;7314.56;790;327;1659.1;1;0;0;RESIDENCIAL ABIERTO;5;34.54832;BELGRANO - COLEGIALES - NUÐEZ;13;5642745.922;6172688.382;-58.4442615;-34.58160241;0.004723226
033-086B;13632.25;790;327;1659.1;1;0;0;RESIDENCIAL ABIERTO;5;64.3882;BELGRANO - COLEGIALES - NUÐEZ;13;5642695.367;6172605.689;-58.44479842;-34.58235459;0.004723226
098-062;28652.58;192;100;2834.64;1;0;0;GRANDES EQUIPAMIENTOS;3;43.3012;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650429.782;6169628.834;-58.36000539;-34.60807517;0.00151125
056-199;917.09;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.2688;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641510.369;6163415.798;-58.45617599;-34.66532962;0.001383507
056-198;943.03;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.30468;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641539.333;6163382.17;-58.45585448;-34.66562864;0.001383498
056-196;921.8;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27531;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641434.876;6163541.968;-58.45702041;-34.66420311;0.0013835
098-059;40960.3;1960;659;157664.88;1;0;0;GRANDES EQUIPAMIENTOS;3;73.51611;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650615.098;6168845.912;-58.35784688;-34.61510265;0.001794814
098-056;13958.83;1960;659;157664.88;1;0;0;GRANDES EQUIPAMIENTOS;3;25.0535;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650658.593;6168517.46;-58.35731453;-34.61805584;0.001794814
097-001Z;5998.76;586;163;2921.46;1;0;0;COMERCIAL ADMINISTRATIVO;1;15.16047;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649662.38;6170664.569;-58.36855128;-34.59885454;0.002527267
097-001Y;563.95;586;163;2921.46;1;0;0;COMERCIAL ADMINISTRATIVO;1;1.42525;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649605.714;6170702.408;-58.36917542;-34.59852184;0.002527263
052-077D;11739.27;798;259;0;0;0;0;INDUSTRIAL LOGISTICO;4;103.38579;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643343.829;6164150.866;-58.43630465;-34.65845104;0.008806833
052-077C;6577.74;798;259;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;57.92906;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643269.396;6164078.53;-58.43710411;-34.65911326;0.008806833
052-077B;6326.55;798;259;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;55.71687;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643213.481;6164026.238;-58.43770503;-34.65959228;0.008806833
052-079D;15008.64;949;297;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;131.40881;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643183.4;6164338.375;-58.43808586;-34.65678382;0.008755544
052-079C;7209.98;949;297;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;63.1273;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643101.537;6164263.419;-58.4389659;-34.65747068;0.008755544
052-079B;8347.44;949;297;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;73.08638;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643039.515;6164207.975;-58.43963288;-34.65797895;0.008755544
056-204;72.03;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;0.09965;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641373.627;6163526.125;-58.45768574;-34.66435433;0.001383451
056-203;918.67;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27098;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641380.432;6163549.248;-58.45761539;-34.66414503;0.0013835
056-202;921.41;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27477;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641410.565;6163518.405;-58.45728161;-34.6644188;0.001383499
056-201;919.49;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27212;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641440.661;6163487.522;-58.45694822;-34.66469294;0.001383506
056-190;920.01;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27284;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641459.195;6163565.53;-58.45675912;-34.66398744;0.001383507
056-195;347.02;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;0.4801;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641457.303;6163518.917;-58.45677197;-34.66440773;0.001383494
056-194;1480.12;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;2.04775;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641487.417;6163488.126;-58.4564384;-34.66468104;0.001383503
056-193;919.96;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27277;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641534.756;6163439.426;-58.45591397;-34.66511333;0.001383506
056-192;764.09;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.05712;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641565.374;6163407.975;-58.45557479;-34.66539251;0.001383502
056-189;920.37;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27333;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641489.331;6163534.677;-58.45642531;-34.66426129;0.001383498
056-188;926.01;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.28114;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641519.231;6163503.958;-58.45609407;-34.66453397;0.001383506
056-187;920.68;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.27376;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641559.093;6163463.006;-58.45565249;-34.66489749;0.001383499
056-186;682.24;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;0.94388;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641588.432;6163432.712;-58.45532746;-34.66516641;0.001383501
056-055I;64221.24;2797;852;939481.43;1;0;0;GRANDES EQUIPAMIENTOS;3;88.85026;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641516.437;6163711.634;-58.45615929;-34.66266298;0.001383503
012-041;12099.23;431;216;1355.59;1;0;0;RESIDENCIAL ABIERTO;5;431;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648241.535;6168657.682;-58.38368375;-34.61714431;0.035622102
046-120B;5561.3;491;157;8132.18;1;0;0;GRANDES EQUIPAMIENTOS;3;39.68741;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5644618.482;6164307.422;-58.42243123;-34.65686122;0.007136355
029-078;10740.92;612;258;757.27;1;0;0;RESIDENCIAL ABIERTO;5;160.56583;BELGRANO - COLEGIALES - NUÐEZ;13;5640520.301;6177622.931;-58.46932502;-34.53744266;0.014948983
056-055S;17041.74;2797;852;655970.55;1;0;0;GRANDES EQUIPAMIENTOS;3;23.57729;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641691.893;6163446.131;-58.45420135;-34.66503119;0.001383503
056-055W;3016;2797;852;655970.55;1;0;0;RESIDENCIAL INFORMAL;6;4.17264;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641591.588;6163339.694;-58.45527748;-34.66600417;0.001383501
056-055E;5090.78;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;7.04311;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641696.942;6163733.89;-58.45419445;-34.66243749;0.001383503
056-055F;4334.4;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;5.99665;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641728.62;6163673.947;-58.45383895;-34.66297325;0.001383502
056-055G;4934.66;2428;655;939481.43;1;1;0;RESIDENCIAL INFORMAL;6;2073.89977;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641782.828;6163648.215;-58.45324345;-34.66319762;0.420272069
056-055M;1357.4;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.87797;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641758.522;6163589.507;-58.4534987;-34.66373001;0.001383505
029-065;8083.15;770;343;757.27;1;0;0;RESIDENCIAL ABIERTO;5;205.94933;BELGRANO - COLEGIALES - NUÐEZ;13;5640360.026;6177595.467;-58.47106581;-34.53771201;0.025478845
027-053B;32433.88;833;377;4295.1;1;1;0;RESIDENCIAL ABIERTO;5;342.57715;BELGRANO - COLEGIALES - NUÐEZ;13;5641081.254;6176445.955;-58.46302154;-34.54797196;0.010562324
016-068;97896.88;694;255;21248.82;1;0;0;GRANDES EQUIPAMIENTOS;3;274.52754;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648532.873;6167192.214;-58.38025171;-34.63030722;0.002804252
019-035B;8864.74;385;147;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;97.6988;PALERMO;14;5643931.907;6171879.334;-58.43120309;-34.58872737;0.011021056
016-025;20995.16;540;216;963.46;1;0;0;INDUSTRIAL LOGISTICO;4;37.21047;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5647936.995;6166610.668;-58.38664599;-34.6356335;0.001772336
010-124B;6174.23;767;249;1495.45;1;0;0;INDUSTRIAL LOGISTICO;4;62.49761;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650378.673;6165863.701;-58.35989486;-34.64200906;0.010122333
010-124A;3284.8;767;249;1495.45;1;0;0;INDUSTRIAL LOGISTICO;4;33.24984;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650333.063;6165899.96;-58.36039855;-34.64168904;0.010122333
005-049C;14047.63;449;195;8047.22;1;0;0;RESIDENCIAL ABIERTO;5;64.23784;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648186.156;6170578.046;-58.38462261;-34.59984825;0.00457286
023-142A;170868.77;25;6;84425.7;1;0;0;GRANDES EQUIPAMIENTOS;3;0.97364;PALERMO;14;5644985.681;6174846.49;-58.42022723;-34.56184207;5.70E-06
056-155;65415.27;2797;852;655970.55;1;1;0;GRANDES EQUIPAMIENTOS;3;90.50221;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641811.584;6163355.168;-58.45288076;-34.66583429;0.001383503
056-055C;254344.1;2797;852;939481.43;1;0;0;GRANDES EQUIPAMIENTOS;3;351.88577;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641216.346;6163966.001;-58.4594744;-34.66041226;0.001383503
066-091B;715796.2;2797;852;655970.55;1;0;0;GRANDES EQUIPAMIENTOS;3;990.30603;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640943.735;6163359.231;-58.46234628;-34.66591746;0.001383503
022-057C;1897.16;797;387;1121.72;1;0;0;RESIDENCIAL ABIERTO;5;107.29804;BALVANERA - SAN CRISTOBAL;3;5647360.845;6167919.559;-58.39315458;-34.62392226;0.056557191
022-057B;5008.8;797;387;1121.72;1;0;1;RESIDENCIAL ABIERTO;5;283.28367;BALVANERA - SAN CRISTOBAL;3;5647352.334;6167986.579;-58.393259;-34.62331958;0.056557193
056-055H;10632.35;2797;852;655970.55;1;0;0;GRANDES EQUIPAMIENTOS;3;14.70989;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641821.078;6163565.467;-58.45281245;-34.66393797;0.001383503
056-055D;842.55;2428;655;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;354.10023;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641645.503;6163820.045;-58.45476984;-34.66166825;0.420272067
056-055L;4333.4;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;5.99527;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641696.458;6163562.326;-58.45417101;-34.66398352;0.001383503
056-055K;1163.14;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.60921;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641655.766;6163563.986;-58.45461507;-34.66397419;0.001383505
056-055J;4024.95;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;5.56853;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641656.207;6163620.049;-58.45461965;-34.66346895;0.001383503
056-055N;2260.17;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;3.12695;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641605.077;6163581.567;-58.45517082;-34.66382278;0.001383502
056-055P;5847.14;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;8.08953;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641544.298;6163561.881;-58.45583038;-34.66400857;0.001383502
056-055Q;3353.15;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;4.63909;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641607.98;6163504.631;-58.45512629;-34.66451565;0.001383502
056-055R;748.12;2797;852;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1.03503;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641625.364;6163469.739;-58.45493086;-34.66482765;0.001383508
010-086;38062.62;733;234;6116.61;1;0;0;INDUSTRIAL LOGISTICO;4;222.1868;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5650122.287;6165346.972;-58.36259857;-34.64670272;0.005837402
066-011J;1468.48;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;80.47022;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640398.113;6161889.63;-58.46805319;-34.67923509;0.054798308
066-011M;1412.77;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;77.41741;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640429.468;6161921.942;-58.46771654;-34.67893962;0.054798311
066-011+âÔÇÿ;1302.38;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;0;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640459.04;6161952.461;-58.46739903;-34.67866056;0
066-011P;2701.8;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;148.05408;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640418.148;6161992.2;-58.46785168;-34.67830807;0.054798312
066-011N;2835.05;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;155.35595;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640388.112;6161960.877;-58.46817411;-34.67859445;0.05479831
066-011K;2870.22;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;157.28321;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640357.277;6161928.582;-58.46850509;-34.67888969;0.054798312
066-011L;5254.97;1513;391;4308.94;1;0;0;RESIDENCIAL INFORMAL;6;287.96348;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640344.71;6162001.659;-58.46865431;-34.67823291;0.054798311
044-048K;12769.57;1407;392;3312.21;1;0;0;RESIDENCIAL INFORMAL;6;361.61154;FLORES - PARQUE CHACABUCO;7;5642874.072;6165402.084;-58.44163927;-34.64723963;0.028318224
044-048L;23587.9;1927;440;2297.09;1;0;0;RESIDENCIAL INFORMAL;6;1927;FLORES - PARQUE CHACABUCO;7;5643041.388;6165333.901;-58.43980262;-34.64783296;0.081694428
015-045A;2817.68;647;349;629.42;1;0;0;RESIDENCIAL ABIERTO;5;144.1566;RECOLETA;2;5645723.235;6171411.233;-58.41160467;-34.59269288;0.051161452
015-045B;9828.56;647;349;629.42;1;0;0;RESIDENCIAL ABIERTO;5;502.8434;RECOLETA;2;5645814.829;6171371.452;-58.4105998;-34.59303836;0.051161452
055-197;4082.15;1066;371;2651.93;1;0;0;RESIDENCIAL ABIERTO;5;60.36837;COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA;12;5638706.028;6175850.655;-58.4887929;-34.55365937;0.014788376
098-005M;26567.22;505;241;2834.64;1;0;0;COMERCIAL ADMINISTRATIVO;1;505;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650344.073;6169326.639;-58.36088597;-34.61081069;0.019008387
074-006A;29966.54;765;269;625.47;1;1;0;RESIDENCIAL ABIERTO;5;205.74732;LINIERS - MATADEROS - PARQUE AVELLANEDA;9;5635400.264;6164408.265;-58.52297359;-34.65721198;0.006865902
069-092B;4775.02;713;281;937.37;1;0;0;RESIDENCIAL ABIERTO;5;57.704;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639601.179;6170622.666;-58.47818471;-34.60064913;0.012084557
065-011B;6685.73;680;291;3160.14;1;0;0;RESIDENCIAL ABIERTO;5;115.98381;FLORES - PARQUE CHACABUCO;7;5640030.823;6167370.035;-58.47296578;-34.62990071;0.017347965
082-033;11213.84;978;341;0;0;0;0;RESIDENCIAL ABIERTO;5;162.94246;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640275.305;6160377.816;-58.46914198;-34.69287499;0.014530478
098-005K;89366.58;192;100;2834.64;1;0;0;COMERCIAL ADMINISTRATIVO;1;135.05522;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650301.508;6169617.5;-58.36140136;-34.60819607;0.00151125
098-005L;14159.08;725;136;2834.64;1;0;0;COMERCIAL ADMINISTRATIVO;1;45.50725;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650213.925;6169890.873;-58.36240425;-34.60574559;0.003213998
039-007;5653.98;867;407;1915.76;1;0;0;RESIDENCIAL ABIERTO;5;203.56943;BELGRANO - COLEGIALES - NUÐEZ;13;5640172.553;6174374.129;-58.47257679;-34.56676596;0.036004625
023-169;84333.95;568;172;9888.89;1;0;0;;0;61.87285;BELGRANO - COLEGIALES - NUÐEZ;13;5644277.99;6176176.133;-58.42816112;-34.54996006;0.000733665
056-109F;12236.81;3385;877;7052.88;1;0;0;RESIDENCIAL INFORMAL;6;1085.45952;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641757.394;6164279.028;-58.45362645;-34.65751686;0.088704452
056-109H;13028.84;3385;877;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;1155.7161;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641670.495;6164194.909;-58.45456001;-34.65828687;0.088704451
056-109G;2747.07;3385;877;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;243.67734;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641618.82;6164140.86;-58.4551145;-34.65878105;0.088704452
044-196;878.11;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;34.88174;FLORES - PARQUE CHACABUCO;7;5643379.042;6165382.901;-58.43612921;-34.64734426;0.039723656
044-195;491.52;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;19.52497;FLORES - PARQUE CHACABUCO;7;5643395.144;6165368.575;-58.43595123;-34.6474711;0.039723653
044-201;4380.48;1010;246;9732.91;1;1;0;RESIDENCIAL INFORMAL;6;242.1991;FLORES - PARQUE CHACABUCO;7;5643496.623;6165364.649;-58.43484407;-34.64749228;0.055290539
044-194;4380.48;1216;286;9732.91;1;0;0;RESIDENCIAL INFORMAL;6;174.00869;FLORES - PARQUE CHACABUCO;7;5643452.581;6165321.092;-58.43531691;-34.64789093;0.039723658
080-092B;12514.85;613;240;10158.9;1;0;0;RESIDENCIAL ABIERTO;5;84.63139;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639597.914;6162121.201;-58.47682001;-34.67725778;0.006762477
078-046;3653.58;1625;517;1619;1;0;0;INDUSTRIAL LOGISTICO;4;22.95163;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5637660.653;6162696.042;-58.4980449;-34.67234004;0.006281956
078-045C;2365.22;1625;517;1619;1;0;0;INDUSTRIAL LOGISTICO;4;14.85821;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5637709.703;6162607.544;-58.49749549;-34.67313092;0.006281957
040-049B;12029.87;1040;388;0;0;0;0;RESIDENCIAL ABIERTO;5;339.71223;CABALLITO;6;5643351.676;6167684.621;-58.43681689;-34.62660727;0.028239061
036-051B;13309.23;857;350;0;0;0;0;RESIDENCIAL ABIERTO;5;290.30528;ALMAGRO - BOEDO;5;5644710.713;6167619.81;-58.4219911;-34.62700048;0.021812327
032-057A;29737.92;1082;247;5444.51;1;1;1;GRANDES EQUIPAMIENTOS;3;131.79044;BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS;4;5645680.028;6165790.376;-58.41111031;-34.64334814;0.00443173
056-106K;2233.89;2431;667;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;297.52954;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641664.621;6163909.771;-58.45457637;-34.66085708;0.133188984
056-106L;12812.27;2431;667;939481.43;1;1;0;RESIDENCIAL INFORMAL;6;1706.45325;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641683.831;6163989.345;-58.45438018;-34.66013738;0.133188986
056-106J;3206.1;2431;667;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;427.01721;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641606.899;6163967.936;-58.45521558;-34.66034093;0.133188987
056-109K;4332.11;3385;877;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;384.27744;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641598.621;6164105.093;-58.4553288;-34.65910615;0.088704451
056-109J;4302.05;3385;877;939481.43;1;0;0;RESIDENCIAL INFORMAL;6;381.61098;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641556.713;6164066.253;-58.45577932;-34.65946193;0.08870445
056-109I;1513.55;3385;877;939481.43;1;1;0;RESIDENCIAL INFORMAL;6;134.25862;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641525.62;6164036.98;-58.45611351;-34.65973;0.08870445
056-113B;218329.21;688;225;10414.29;1;0;0;GRANDES EQUIPAMIENTOS;3;407.46425;FLORES - PARQUE CHACABUCO;7;5640987.667;6164793.369;-58.462106;-34.65298829;0.001866284
056-113E;44274.71;688;225;10414.29;1;0;0;GRANDES EQUIPAMIENTOS;3;82.62917;LINIERS - MATADEROS - PARQUE AVELLANEDA;9;5640651.215;6165000.086;-58.46580922;-34.65117172;0.001866284
056-113D;11278.36;822;250;10414.29;1;0;0;RESIDENCIAL ABIERTO;5;207.50753;LINIERS - MATADEROS - PARQUE AVELLANEDA;9;5640475.2;6165100.354;-58.46774517;-34.65029236;0.018398733
052-078D;11990.24;798;259;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;105.59604;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643265.91;6164242.007;-58.43716979;-34.65764066;0.008806833
052-078C;6220.1;798;259;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;54.77938;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643187.143;6164169.074;-58.43801641;-34.65830887;0.008806833
052-078B;6546.58;798;259;2055.01;1;0;0;GRANDES EQUIPAMIENTOS;3;57.65464;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5643128.074;6164115.833;-58.43865156;-34.65879687;0.008806833
044-205;4814.55;1010;246;2271.66;1;0;0;RESIDENCIAL INFORMAL;6;266.19906;FLORES - PARQUE CHACABUCO;7;5643609.872;6165330.501;-58.43360345;-34.64778413;0.055290538
044-200;4364.75;1010;246;2271.66;1;0;0;RESIDENCIAL INFORMAL;6;241.32938;FLORES - PARQUE CHACABUCO;7;5643572.937;6165287.635;-58.43399891;-34.64817556;0.055290539
